Gene stable ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID
ENSMUSG00000024387		G3UZA4
ENSMUSG00000001248		A0A087WP91
ENSMUSG00000034813		D3Z066
ENSMUSG00000024387		G3UWU5
ENSMUSG00000001248		A0A087WRK8
ENSMUSG00000092417		G3UZZ1
ENSMUSG00000022433		Q3TYE1
ENSMUSG00000034813		D3Z6R6
ENSMUSG00000001248		A0A087WPB6
ENSMUSG00000001248		F8WJ74
ENSMUSG00000034813		Q6X4T6
ENSMUSG00000022433		A0A668KLW3
ENSMUSG00000022433		A0A2R8W6S2
ENSMUSG00000022433		A8Y2Z9
ENSMUSG00000092417		H3BL77
ENSMUSG00000022433		A8Y2Z5
ENSMUSG00000022433		A0A2R8VHL1
ENSMUSG00000022433		A0A2R8VI54
ENSMUSG00000022433		A9J9D8
ENSMUSG00000095082		B1AZM2
ENSMUSG00000053754	Q09XV5	
ENSMUSG00000092417		Q6PES3
ENSMUSG00000059089	A0A0B4J1G0	
ENSMUSG00000096569	P00688	
ENSMUSG00000044216		Q8R435
ENSMUSG00000092417	Q61858	
ENSMUSG00000026077		G3UYV8
ENSMUSG00000121950		
ENSMUSG00000053754		A0A2I3BRI1
ENSMUSG00000121954		
ENSMUSG00000094391		J3QML3
ENSMUSG00000095754		A0A571BEF8
ENSMUSG00000053754		F7AL76
ENSMUSG00000043311	Q9Z1R4	B2RS43
ENSMUSG00000010830	Q8R1L4	
ENSMUSG00000020228	Q6NVF4	
ENSMUSG00000095754		A0A571BGB0
ENSMUSG00000118441		A0A571BD55
ENSMUSG00000118465		A2CG71
ENSMUSG00000020228		D6RGT6
ENSMUSG00000096645		A0A571BDE3
ENSMUSG00000096645		A0A571BF87
ENSMUSG00000015243	P41233	
ENSMUSG00000053754		A0A2I3BR97
ENSMUSG00000118431		A0A571BG45
ENSMUSG00000095770		E9PWJ8
ENSMUSG00000118402		J3QN64
ENSMUSG00000114897		
ENSMUSG00000024391	Q9Z1R3	
ENSMUSG00000096194		J3QMS5
ENSMUSG00000121958		
ENSMUSG00000118459		A0A571BEF3
ENSMUSG00000094601		E9PWJ8
ENSMUSG00000026077		G3X9B7
ENSMUSG00000099711		A0A140T8Q5
ENSMUSG00000079649		
ENSMUSG00000027671		A0A0A6YWG8
ENSMUSG00000101294		A0A087WR44
ENSMUSG00000095934		B8JKF6
ENSMUSG00000078324		Q1LZI5
ENSMUSG00000056167	Q8BH15	
ENSMUSG00000096915		J3QMW9
ENSMUSG00000118429		A2BFZ7
ENSMUSG00000095659		A0A0N4SW15
ENSMUSG00000031575	Q91X20	
ENSMUSG00000118438		A0A571BG86
ENSMUSG00000056167		A0A1L1SQA7
ENSMUSG00000056167		A0A1L1SS47
ENSMUSG00000080876		
ENSMUSG00000031575		D6RI55
ENSMUSG00000094558		A2BFZ7
ENSMUSG00000056167		A0A1L1SQF2
ENSMUSG00000056167		A0A1L1SSE2
ENSMUSG00000027671	Q9Z2N8	Q505L1
ENSMUSG00000094876		L7MU83
ENSMUSG00000056167		A0A5F8MPB8
ENSMUSG00000027671		A0A0A6YW15
ENSMUSG00000095716		A2CG92
ENSMUSG00000031575		E9PU93
ENSMUSG00000027671		D3YVN1
ENSMUSG00000031575		D6RET1
ENSMUSG00000080300		
ENSMUSG00000020227	Q8K4B2	Q0VB14
ENSMUSG00000020227		D3Z007
ENSMUSG00000027671		A0A0A6YWR1
ENSMUSG00000101381		A0A087WSN2
ENSMUSG00000020227		D6RCU1
ENSMUSG00000070360		E9PV85
ENSMUSG00000078218		A2CGC2
ENSMUSG00000031575		D3YYA0
ENSMUSG00000036748	Q9CXX9	
ENSMUSG00000094307		A2CFD5
ENSMUSG00000022159	P59279	Q0PD64
ENSMUSG00000032435	Q8R1Q8	Q3TWG5
ENSMUSG00000094596		A2CG71
ENSMUSG00000059498		A0A0B4J1M6
ENSMUSG00000023764		E9QJT8
ENSMUSG00000059498		E9PUV2
ENSMUSG00000094273		L7MU81
ENSMUSG00000059498		E9PVR4
ENSMUSG00000022159		Q3TEG7
ENSMUSG00000023764	Q3UZY0	
ENSMUSG00000032434	Q9CZ69	
ENSMUSG00000023764		E9Q8V3
ENSMUSG00000078213		A2CGC2
ENSMUSG00000022159		G3UXQ7
ENSMUSG00000078212		
ENSMUSG00000020225	Q9DA39	
ENSMUSG00000022159		G3V022
ENSMUSG00000022159		G3UZ24
ENSMUSG00000020225		Q8K191
ENSMUSG00000036748		A0A494BAT2
ENSMUSG00000094860		Q5FWA1
ENSMUSG00000023764		E9Q799
ENSMUSG00000020225		D6RIR2
ENSMUSG00000037890	Q3UGF1	
ENSMUSG00000036748		A0A494BB93
ENSMUSG00000044597	Q9Z304	
ENSMUSG00000051989	Q99J19	
ENSMUSG00000036748		A0A494BBK6
ENSMUSG00000032436	Q9ESD6	
ENSMUSG00000036748		A0A494B9I7
ENSMUSG00000095814		A2BHG6
ENSMUSG00000036748		A0A494BBL6
ENSMUSG00000036748		A0A494BB13
ENSMUSG00000036748		A0A494BAW0
ENSMUSG00000074264	P00687	
ENSMUSG00000080072		
ENSMUSG00000032436		A0A1L1SRR1
ENSMUSG00000028412		A2AMH3
ENSMUSG00000079532		A2BG94
ENSMUSG00000031576	O54982	
ENSMUSG00000074264		D3YYQ5
ENSMUSG00000016831	Q8BU11	
ENSMUSG00000020224	Q9D945	
ENSMUSG00000020224		A0A1W2P865
ENSMUSG00000041012	Q9CZR4	
ENSMUSG00000074264		G3UXY7
ENSMUSG00000031576		D3Z073
ENSMUSG00000079531		A2BG95
ENSMUSG00000056270	Q8BV84	
ENSMUSG00000085877		
ENSMUSG00000027927	Q9DAE3	
ENSMUSG00000107280		A0A0J9YUZ3
ENSMUSG00000035064	O08796	
ENSMUSG00000106824		A0A0J9YUH2
ENSMUSG00000078664	Q9CQK8	
ENSMUSG00000078664	Q4KL71	
ENSMUSG00000035064		D3Z1Y3
ENSMUSG00000068893	Q9CQK8	
ENSMUSG00000068893	Q4KL71	
ENSMUSG00000028412	Q6X893	
ENSMUSG00000047264		E9Q8M1
ENSMUSG00000025997	P81183	
ENSMUSG00000025227	Q6PDE8	
ENSMUSG00000035064		D3Z088
ENSMUSG00000047264		A0A140LJC3
ENSMUSG00000025997		A0A087WNY4
ENSMUSG00000055780	Q99MX1	
ENSMUSG00000028412		A2AMH5
ENSMUSG00000025227		D6RFE3
ENSMUSG00000028412		A2AMH4
ENSMUSG00000121968		
ENSMUSG00000028412		A2AMH8
ENSMUSG00000035064		F6ZEU2
ENSMUSG00000055065		Q3U741
ENSMUSG00000055065	Q501J6	
ENSMUSG00000025997		A0A087WQ51
ENSMUSG00000099655		A0A286YDL3
ENSMUSG00000025997		A0A087WQ74
ENSMUSG00000025997		A0A087WNX1
ENSMUSG00000031118		Q9D9G4
ENSMUSG00000055065		Q3TU25
ENSMUSG00000035064		F7A9F2
ENSMUSG00000025997		A0A087WQX2
ENSMUSG00000121969		
ENSMUSG00000121973		
ENSMUSG00000023764		F7CL63
ENSMUSG00000035387	Q3V0Y1	
ENSMUSG00000121974		
ENSMUSG00000037890		A0A0N4SUU5
ENSMUSG00000023764		E9PY38
ENSMUSG00000050627	Q3ULJ0	B2RSR7
ENSMUSG00000028414	Q8R507	
ENSMUSG00000025228	P61164	
ENSMUSG00000050627		D3Z0L6
ENSMUSG00000025228		A0A494BB86
ENSMUSG00000022160		A0A0R4J041
ENSMUSG00000050627	Q3ULJ0	
ENSMUSG00000025228		A0A494BAH0
ENSMUSG00000022160		G5E922
ENSMUSG00000028414		Q8K4R2
ENSMUSG00000023764		A8Y5K4
ENSMUSG00000025228		A0A494B9R6
ENSMUSG00000023764		Q5NC01
ENSMUSG00000022160		G3UZP3
ENSMUSG00000028414		A0A1Y7VM91
ENSMUSG00000022160		G3UXN3
ENSMUSG00000023764		A8Y5K5
ENSMUSG00000022160		G3UZP2
ENSMUSG00000020524		
ENSMUSG00000034674	P56581	
ENSMUSG00000028417	Q62282	Q2TB09
ENSMUSG00000022160		G3UY98
ENSMUSG00000004567	Q99J21	
ENSMUSG00000004567		E0CZ07
ENSMUSG00000034674		D3Z417
ENSMUSG00000004567		A0A140LHW6
ENSMUSG00000028420	Q9DAV9	
ENSMUSG00000022160		G3UYB5
ENSMUSG00000034674		H3BLR1
ENSMUSG00000034674		H3BL22
ENSMUSG00000022429	Q61880	Q14AN8
ENSMUSG00000022160		G3UXX7
ENSMUSG00000028420		X1WI17
ENSMUSG00000022160		G3UX68
ENSMUSG00000073702	P62900	Q5M9K9
ENSMUSG00000004567		A0A140LI94
ENSMUSG00000004567		A0A140LHK5
ENSMUSG00000073702		A0A0A6YX26
ENSMUSG00000034674		H3BJJ4
ENSMUSG00000049532		A0A2I3BQV4
ENSMUSG00000004567		A0A140LHY3
ENSMUSG00000022429		A0A2R8VHC3
ENSMUSG00000022429		Q8C610
ENSMUSG00000049532	Q9QX96	
ENSMUSG00000040875	S4R1M9	
ENSMUSG00000060206		B1AWL3
ENSMUSG00000040875		S4R296
ENSMUSG00000073702		A0A0A6YXL3
ENSMUSG00000040875		S4R2S2
ENSMUSG00000051728	Q8CDS7	
ENSMUSG00000022428	Q9D1C2	
ENSMUSG00000116967		
ENSMUSG00000040875		S4R1G3
ENSMUSG00000040875		S4R1L1
ENSMUSG00000040875		A0A5F8MQ99
ENSMUSG00000040875		A0A0R4J0F9
ENSMUSG00000050621	Q6ZWU9	
ENSMUSG00000020251	Q640P4	E9QLV1
ENSMUSG00000020251		F6U4D1
ENSMUSG00000020251		E9PWN8
ENSMUSG00000020251		H3BLS5
ENSMUSG00000032437		A0A0R4J0D3
ENSMUSG00000018040	Q9D1C9	
ENSMUSG00000020251		H3BJ56
ENSMUSG00000018040		F6VVA3
ENSMUSG00000060206	B1AWL2	
ENSMUSG00000018040		E9PYF0
ENSMUSG00000061911	P97500	
ENSMUSG00000060206		B1AWL4
ENSMUSG00000018040		E9QAX0
ENSMUSG00000060206		B1AWL5
ENSMUSG00000025352	Q9Z1W4	
ENSMUSG00000040706	A2AS89	
ENSMUSG00000034687	Q80T14	
ENSMUSG00000055489	Q75UR0	
ENSMUSG00000061911		A0A1W2P887
ENSMUSG00000036521		A0A0U1RPN9
ENSMUSG00000027981		F6TN13
ENSMUSG00000036521		G5E8B4
ENSMUSG00000029484		A0A0G2JGL7
ENSMUSG00000062556		O35176
ENSMUSG00000020524	P23818	
ENSMUSG00000078754		D2XZ38
ENSMUSG00000041815	Q8BG81	
ENSMUSG00000041815		Q3UDD3
ENSMUSG00000041815		F6VR84
ENSMUSG00000020524		Q7TNB5
ENSMUSG00000027981	Q3UZ01	
ENSMUSG00000025351	P41731	Q549D0
ENSMUSG00000020524		F6YNQ1
ENSMUSG00000040697	Q80TN4	
ENSMUSG00000025351		A0A1W2P8C6
ENSMUSG00000040697		A2AS91
ENSMUSG00000020457		F7BQ65
ENSMUSG00000030500		A0A0R4J0A6
ENSMUSG00000030500		A0A140LHC9
ENSMUSG00000025231	Q9Z0P7	
ENSMUSG00000029484	O35639	
ENSMUSG00000029484		A0A0G2JDV9
ENSMUSG00000029484		Q3TET3
ENSMUSG00000025350	O55240	
ENSMUSG00000025350		F7CWI9
ENSMUSG00000095257		J3QJY4
ENSMUSG00000025350		D3Z0N7
ENSMUSG00000025350		D3YZQ7
ENSMUSG00000025231	Q9Z0P7	Q3U0Z8
ENSMUSG00000016382	Q99K51	
ENSMUSG00000025231		A0A0R4J1M0
ENSMUSG00000025350		D3YWG0
ENSMUSG00000092118	E9Q5Z5	
ENSMUSG00000020674		A0A1W2P6L9
ENSMUSG00000016382		B1AX58
ENSMUSG00000025231		D3Z7B6
ENSMUSG00000029484		A0A0G2JFB3
ENSMUSG00000020457	P32233	Q5NBZ3
ENSMUSG00000016382		A0A1C7CYV0
ENSMUSG00000090247		D3Z4L7
ENSMUSG00000090247	O55102	
ENSMUSG00000121975		
ENSMUSG00000090247		D3YVM8
ENSMUSG00000020457		D6RHA5
ENSMUSG00000028914		A2AS93
ENSMUSG00000094053		D3YYY1
ENSMUSG00000027966		E9PVT8
ENSMUSG00000025347	Q9DD20	
ENSMUSG00000028914	Q8C3Q9	
ENSMUSG00000078759		D2XZ31
ENSMUSG00000025034	Q99PJ2	
ENSMUSG00000069430	Q60885	Q14A42
ENSMUSG00000053580		E9Q2K2
ENSMUSG00000020674	Q3UQ28	
ENSMUSG00000028914		A2AS92
ENSMUSG00000063374		Q8VGC1
ENSMUSG00000020674		D3Z5M7
ENSMUSG00000056853		Q7TRI6
ENSMUSG00000025035	Q9WUL7	Q543P7
ENSMUSG00000025035		A0A494BAJ6
ENSMUSG00000058579	P05208	
ENSMUSG00000022214	Q91VU6	
ENSMUSG00000018042	Q9DCN2	
ENSMUSG00000022214		D3YZ95
ENSMUSG00000030498		D6RDR2
ENSMUSG00000018042		F2Z456
ENSMUSG00000022214		D3YWI9
ENSMUSG00000024392		Q3UF95
ENSMUSG00000040659		Q8C845
ENSMUSG00000025036		A0A494B9V3
ENSMUSG00000047878	Q67BJ4	Q3UF00
ENSMUSG00000024392	Q9Z1R2	
ENSMUSG00000047878		A0A2R8VI36
ENSMUSG00000020673	P35419	
ENSMUSG00000024392		G3UYQ2
ENSMUSG00000024392		G3UYZ0
ENSMUSG00000040648	Q6ZQB6	
ENSMUSG00000020673		G3UXW8
ENSMUSG00000025036	Q925N2	Q3UC14
ENSMUSG00000040648		E9Q9J4
ENSMUSG00000040648		A0A087WPZ7
ENSMUSG00000030498	P11862	
ENSMUSG00000024392		G3UXT8
ENSMUSG00000024392		G3V013
ENSMUSG00000024392		S4R183
ENSMUSG00000030498		D3Z503
ENSMUSG00000053580	A2A690	
ENSMUSG00000022214		D6REI5
ENSMUSG00000024392		A0A1B0GX81
ENSMUSG00000053580		A0A140LJD2
ENSMUSG00000024392		G3UZT6
ENSMUSG00000053580		F6ZIH9
ENSMUSG00000053580		F6VP19
ENSMUSG00000022214		D3YZ04
ENSMUSG00000053580		F6VCI2
ENSMUSG00000020672		D6RFR4
ENSMUSG00000022214		D3Z2V1
ENSMUSG00000024392		S4R224
ENSMUSG00000054277		A0A0R4J0T8
ENSMUSG00000022214		D3Z4U8
ENSMUSG00000022214		D6RCG5
ENSMUSG00000054277	Q9D8S3	
ENSMUSG00000074093	Q3UZP4	
ENSMUSG00000054277		A0A2I3BQY0
ENSMUSG00000074093		A0A140LHH1
ENSMUSG00000022215	Q91V79	
ENSMUSG00000099581		A0A087WPW0
ENSMUSG00000026649		F6YI90
ENSMUSG00000094445	J3QM76	
ENSMUSG00000026649		D3Z0N5
ENSMUSG00000094445		A0A087WQJ9
ENSMUSG00000094445		A0A087WSN4
ENSMUSG00000047731	Q8BGW2	
ENSMUSG00000051435	A6PWD2	
ENSMUSG00000094445		A0A087WSR9
ENSMUSG00000027966	Q61245	
ENSMUSG00000026649	Q6P8X9	
ENSMUSG00000026649		D3Z5E0
ENSMUSG00000020672	Q925E0	
ENSMUSG00000020672		D6RCX3
ENSMUSG00000026649		M0QW89
ENSMUSG00000020672		D6RE37
ENSMUSG00000026649		A0A087WNZ4
ENSMUSG00000027966		A0A1D5RMJ0
ENSMUSG00000026649		F6VF16
ENSMUSG00000032754	Q925Q3	
ENSMUSG00000027966		V9GWX8
ENSMUSG00000099729		A0A087WR49
ENSMUSG00000101638		A0A087WQJ0
ENSMUSG00000097982		S4R2L0
ENSMUSG00000032754		
ENSMUSG00000024397	O70200	Q4FJL9
ENSMUSG00000032754		D3Z5E7
ENSMUSG00000101520		A0A087WP21
ENSMUSG00000032754		D3Z226
ENSMUSG00000016664	Q9WVE8	Q3TDA7
ENSMUSG00000078757		D2XZ31
ENSMUSG00000016664		A0A338P6P7
ENSMUSG00000016664		A0A2R8W6S4
ENSMUSG00000016664		Q3UP40
ENSMUSG00000024397		G3UYJ2
ENSMUSG00000025348		A0A8V5L190
ENSMUSG00000016664		A0A2R8W750
ENSMUSG00000043061	Q3TUD9	
ENSMUSG00000003555	P27786	Q53YJ1
ENSMUSG00000025348		G3X9Q1
ENSMUSG00000003555		A0A494B9N2
ENSMUSG00000063297	Q8BGY3	
ENSMUSG00000031093	A2AF47	
ENSMUSG00000025348		Q3TZS3
ENSMUSG00000073412		B8JJ61
ENSMUSG00000031093		A2AF67
ENSMUSG00000025348		A0A1W2P7M9
ENSMUSG00000031093		A2AF65
ENSMUSG00000054204	Q80UG6	
ENSMUSG00000053153	Q8K450	
ENSMUSG00000004565	Q3TRM4	
ENSMUSG00000024399	P41155	A0A0U5JAA2
ENSMUSG00000062376	Q9CRC6	
ENSMUSG00000024399		G3V002
ENSMUSG00000027965	P63056	Q3UVC5
ENSMUSG00000027965		D3YTM3
ENSMUSG00000027965	P63056	
ENSMUSG00000004565		A0A140LIJ8
ENSMUSG00000034663	Q91Z96	
ENSMUSG00000003559	Q91WU5	
ENSMUSG00000050931	Q9D4B1	
ENSMUSG00000097972		S4R2V3
ENSMUSG00000004565		A0A140LHJ7
ENSMUSG00000097972		S4R2G1
ENSMUSG00000050931		D3YVS9
ENSMUSG00000101232		A0A087WP50
ENSMUSG00000004565		A0A140LI54
ENSMUSG00000024401	P06804	Q3U593
ENSMUSG00000050931		A0A0G2JFH1
ENSMUSG00000003559		A0A494B9D3
ENSMUSG00000078485	Q8C886	
ENSMUSG00000024401		A0A0R4J210
ENSMUSG00000004565		A0A140LJH3
ENSMUSG00000003559		A0A494BBJ9
ENSMUSG00000004565		A0A140LJI6
ENSMUSG00000003559		A0A494B985
ENSMUSG00000058076	Q9CZB0	
ENSMUSG00000024402	P09225	Q542S2
ENSMUSG00000078485		E9QP36
ENSMUSG00000058076		F8WGB3
ENSMUSG00000044573	Q9D358	Q4VAI2
ENSMUSG00000058076		D3Z1A8
ENSMUSG00002076083	Q6TDP3	B2RTE7
ENSMUSG00000022216		G3UXZ5
ENSMUSG00002076083		A0A804C8S9
ENSMUSG00000098094		S4R1X8
ENSMUSG00002076083		A0A804C8S8
ENSMUSG00000004565		A0A140LHU9
ENSMUSG00000098094		S4R2V3
ENSMUSG00000042419	O88995	
ENSMUSG00000098094		S4R2G1
ENSMUSG00000099898		A0A087WP50
ENSMUSG00000022442	Q91V51	
ENSMUSG00000022216	P97371	Q5HZK3
ENSMUSG00000044573		Q561M1
ENSMUSG00000019843		D3YZA2
ENSMUSG00000024403		G5E923
ENSMUSG00000004565		A0A140LHE0
ENSMUSG00000022442		Q8BJG7
ENSMUSG00000044573		A0A1W2P7X3
ENSMUSG00000055725	Q6TCG8	Q0VAZ2
ENSMUSG00000022442		A6PW19
ENSMUSG00000045648	Q505H4	
ENSMUSG00000024403		B0V2H4
ENSMUSG00000004565		A0A140LHT9
ENSMUSG00000051504		G3UYB4
ENSMUSG00000050395		A0A0U5J7F3
ENSMUSG00000050395		B2RR33
ENSMUSG00000055725		A0A0G2JER4
ENSMUSG00000024403	Q9WTT4	Q54A87
ENSMUSG00000055725		D3Z181
ENSMUSG00000043621	Q8BG34	
ENSMUSG00000065952		Q8C7T0
ENSMUSG00000065952		D3Z250
ENSMUSG00000022216		G3UWN9
ENSMUSG00000005087		A2APM2
ENSMUSG00000024677	Q99N09	
ENSMUSG00000022216		G3X9K9
ENSMUSG00000016758	O70337	
ENSMUSG00000022216		G3UXY0
ENSMUSG00000016758		A0A2R8W6U8
ENSMUSG00000016758		A0A2R8VI69
ENSMUSG00000024677		F6TGK4
ENSMUSG00000022216		G3UXR1
ENSMUSG00000051504		B7ZMQ5
ENSMUSG00000022217		G3UWX6
ENSMUSG00000005087		Q80X37
ENSMUSG00000052698		A0A1L1SRI1
ENSMUSG00000048755	Q8R3F5	
ENSMUSG00000024678	Q99N05	
ENSMUSG00000048755		A0A2R8VHL7
ENSMUSG00000052698		A0A1L1SQP9
ENSMUSG00000048755		A0A2R8W722
ENSMUSG00000048755		A0A2R8VHT7
ENSMUSG00000022217	Q9DB76	Q793L1
ENSMUSG00000005087		Q3U8S1
ENSMUSG00000051504		Q4QQK7
ENSMUSG00000028750		A2APR1
ENSMUSG00000051504		G3X9N0
ENSMUSG00000051504		B7ZMQ6
ENSMUSG00000028750		E0CYB5
ENSMUSG00000026333	Q8K259	
ENSMUSG00000051504		D6RFU8
ENSMUSG00000041736	P50637	
ENSMUSG00000041736		A0A140LIU9
ENSMUSG00000034160	Q8CGY8	
ENSMUSG00000020669	O08641	
ENSMUSG00000024679		Q2TVW7
ENSMUSG00000026333		M0QWB3
ENSMUSG00000026333		A0A087WSG6
ENSMUSG00000024679		F6V7U2
ENSMUSG00000100058		A0A087WPA9
ENSMUSG00000101401		A0A087WQJ0
ENSMUSG00000028749	Q9QZT4	
ENSMUSG00000005087		A2APM3
ENSMUSG00000005087		A2APM4
ENSMUSG00000032741	Q9EQJ0	
ENSMUSG00000005087		A2APM1
ENSMUSG00000005087		A2APM5
ENSMUSG00000019432	Q9Z1N5	
ENSMUSG00000016757	Q3UDE2	
ENSMUSG00000024680		A0A0B4J1P0
ENSMUSG00000041202	Q9WVF6	Q3TYT9
ENSMUSG00000019432		G3UXI6
ENSMUSG00000041202	Q9WVF6	
ENSMUSG00000016757		F2Z423
ENSMUSG00000005087		E9QKM8
ENSMUSG00000055745	Q505G4	
ENSMUSG00000046000	Q3UX61	A8W660
ENSMUSG00000024680		Q3UNT6
ENSMUSG00000050553	Q9WU65	
ENSMUSG00000049823		G3UY12
ENSMUSG00000020530	Q5SV77	
ENSMUSG00000024680	P20490	B2RTF7
ENSMUSG00000050232	O88410	
ENSMUSG00000024680		A0A087WPM9
ENSMUSG00000049823		Q9Z150
ENSMUSG00000045010		A0A1B0GSZ4
ENSMUSG00000045010		A0A1B0GR91
ENSMUSG00000045010		A0A1B0GSS7
ENSMUSG00000029601	Q9D3V1	
ENSMUSG00000041193		Q6GTW1
ENSMUSG00000020530		H7BX83
ENSMUSG00000020530		F6Y247
ENSMUSG00000020530		E9Q6H9
ENSMUSG00000036106	Q812A5	
ENSMUSG00000024681	Q920C4	Q53ZU3
ENSMUSG00000029601	Q9D3V1	B2RPX1
ENSMUSG00000079197	P97372	Q5SVP3
ENSMUSG00000020530		E9Q389
ENSMUSG00000046774		F6R3T1
ENSMUSG00000079197		G3X9V0
ENSMUSG00000046774		E9Q4Y8
ENSMUSG00000055895		D6RCH7
ENSMUSG00000045140	Q8C398	B7ZN11
ENSMUSG00000118638		A0A668KLC8
ENSMUSG00000078518		A2APQ6
ENSMUSG00000010914	Q8BKZ9	
ENSMUSG00000010914		A2AWH8
ENSMUSG00000079197		E0CZ90
ENSMUSG00000055895	Q4FZG8	
ENSMUSG00000010914		A2AWH7
ENSMUSG00000020651	Q9R155	
ENSMUSG00000028751	Q9QUL3	Q3UG05
ENSMUSG00000041857	Q925U0	
ENSMUSG00000028751		A2APQ4
ENSMUSG00000041857		A0A087WNQ0
ENSMUSG00000010911	Q9WVQ5	
ENSMUSG00000078954	Q9CXP4	
ENSMUSG00000020650	Q61334	Q542A1
ENSMUSG00000041161	B1AZ99	
ENSMUSG00000017664		Q5GMG6
ENSMUSG00000003134	Q9Z1A9	
ENSMUSG00000003134		A0A0A6YVT5
ENSMUSG00000055933	G5E8D7	
ENSMUSG00000036114	Q99JH1	
ENSMUSG00000055933		D3YTU9
ENSMUSG00000003134		A0A0A6YXU3
ENSMUSG00000037525	Q91YP1	
ENSMUSG00000029338	Q6DFX2	Q3TCL6
ENSMUSG00000003134		A0A0A6YWY1
ENSMUSG00000029338		A0A0G2JE26
ENSMUSG00000052698		A0A1L1SQ51
ENSMUSG00000020648		A0A0R4J016
ENSMUSG00000052698		Q8CDM9
ENSMUSG00000024682	P52787	
ENSMUSG00000052698		A0A1L1SVA8
ENSMUSG00000028447		E9Q919
ENSMUSG00000052698		E9PUM4
ENSMUSG00000027630	Q8BHJ5	
ENSMUSG00000024683	Q99N93	
ENSMUSG00000090084	Q9R0M3	
ENSMUSG00000019843	P39688	
ENSMUSG00000028447	Q9Z0Y1	
ENSMUSG00000029600		D3Z228
ENSMUSG00000029600		F6Y0D0
ENSMUSG00000027630		A0A0J9YUE3
ENSMUSG00000090084		A2BE45
ENSMUSG00000026196	O70445	
ENSMUSG00000027630		A0A0J9YVC9
ENSMUSG00000091956		Q80XU5
ENSMUSG00000027630		A0A0J9YUR3
ENSMUSG00000027630		A0A0J9YV90
ENSMUSG00000047990		E9Q861
ENSMUSG00000027630		A0A0J9YUT9
ENSMUSG00000019843		D3YVZ0
ENSMUSG00000035933	Q8C0L8	
ENSMUSG00000029600	Q9D1H0	
ENSMUSG00000019843		D3YZ57
ENSMUSG00000035933		A0A1W2P7M6
ENSMUSG00000035933		A0A1W2P822
ENSMUSG00000029600		D3Z5Q7
ENSMUSG00000029335		A0A0G2JE75
ENSMUSG00000066224	A6PWV5	
ENSMUSG00000066224		B7ZP08
ENSMUSG00000044067	Q8BZL4	
ENSMUSG00000078780		Q1AN92
ENSMUSG00000044067		G3X9C3
ENSMUSG00000029335	Q8BHE5	Q149J9
ENSMUSG00000044433	Q80VC9	
ENSMUSG00000029335		A0A0G2JEU2
ENSMUSG00000044067		G3UZX5
ENSMUSG00000047098	Q924T7	
ENSMUSG00000020523	Q8VE88	
ENSMUSG00000003135	Q9CWN7	
ENSMUSG00000019842	Q8N7N6	
ENSMUSG00000003135		A0A0A6YW44
ENSMUSG00000047098		F6XVP7
ENSMUSG00000047098		A0A2I3BRY4
ENSMUSG00000044433		A0A140LJI9
ENSMUSG00000044433		A0A140LJ93
ENSMUSG00000036078	O55242	
ENSMUSG00000096687		J3QNS5
ENSMUSG00000036078	O55242	A2AMS0
ENSMUSG00000020522		A0A0R4J1C7
ENSMUSG00000096687		J3QPW5
ENSMUSG00000017664		Q5GMG7
ENSMUSG00000023011	Q8K097	
ENSMUSG00000020522		D3Z5B4
ENSMUSG00000047213	Q8BYK6	
ENSMUSG00000017664		Q5GMH1
ENSMUSG00000023013	P56402	Q3UQD4
ENSMUSG00000044217	Q9WTY4	
ENSMUSG00000073888		A2AMS5
ENSMUSG00000044217		A0A2R8VI16
ENSMUSG00000003344		E9PY28
ENSMUSG00000017664		E0CYZ1
ENSMUSG00000044217		A0A2R8VHL2
ENSMUSG00000056569		E9QK82
ENSMUSG00000041488	Q64704	
ENSMUSG00000017664		Q5GMG9
ENSMUSG00000056569		A0A5F8MPM4
ENSMUSG00000073888		A2AMS6
ENSMUSG00000003344		F6WBW4
ENSMUSG00000041488		A0A1C7CYU4
ENSMUSG00000030880	Q9CZT4	
ENSMUSG00000002325		E9PZJ2
ENSMUSG00000020527	Q5SV80	
ENSMUSG00000043144		Q14BV5
ENSMUSG00000019470	Q9DCD2	
ENSMUSG00000038370	Q6W8Q3	
ENSMUSG00000002325	Q61179	Q3UKQ7
ENSMUSG00000043144	Q8C4A0	
ENSMUSG00000019470		F6TM12
ENSMUSG00000002325		E9Q8M6
ENSMUSG00000019470		E0CYF8
ENSMUSG00000029599	Q8K4L0	
ENSMUSG00000002325		A0A2I3BRM5
ENSMUSG00000041488		A0A1B0GRC2
ENSMUSG00000096467		J3QM75
ENSMUSG00000048292		Q8VGJ6
ENSMUSG00000087687	P0DJE0	
ENSMUSG00000060556		Q7TQS3
ENSMUSG00000094282	J3QPZ5	
ENSMUSG00000095232		F6WYW0
ENSMUSG00000087687		A0A140LIT5
ENSMUSG00000067545		Q7TQS2
ENSMUSG00000087687		A0A140LIS7
ENSMUSG00000060878		Q8VF55
ENSMUSG00000094305		J3QK77
ENSMUSG00000073888		A2AMS7
ENSMUSG00000094978		E9PWZ2
ENSMUSG00000073888		A0A2I3BRY3
ENSMUSG00000017664	Q8VCX2	Q5GMH2
ENSMUSG00000017664		Q5GMG8
ENSMUSG00000020190	Q8CDB0	
ENSMUSG00000020190		A0A0R4IZX7
